,Date,Open,High,Low,Close,Volume,OpenInt,Product
8801,2012-03-22,34.97,35.15,34.3,34.4,458759,0,House-Powering Battery
8802,2012-03-23,34.43,34.63,33.15,34.08,1170567,0,Electric Car
8803,2012-03-26,35.6,38.09,35.04,37.4,3140891,1,Electric Car
8804,2012-03-27,37.16,39.95,37.03,37.94,2540053,1,House-Powering Battery
8805,2012-03-28,37.79,38.44,37.11,37.85,954970,1,House-Powering Battery
8806,2012-03-29,38.19,38.19,37.03,37.33,796335,1,Merchandising
8807,2012-03-30,37.74,37.94,36.68,37.24,886312,0,House-Powering Battery
8808,2012-04-02,37.33,37.97,36.53,36.58,1028504,0,Merchandising
8809,2012-04-03,36.72,38.47,36.67,38.01,1101420,0,House-Powering Battery
8810,2012-04-04,35.27,35.49,34.69,35.0,4481725,1,Merchandising
8811,2012-04-05,35.1,35.44,34.68,34.71,1007764,0,Electric Car
8812,2012-04-09,34.1,34.29,33.1,33.15,1555475,1,Electric Car
8813,2012-04-10,33.15,33.85,32.1,32.46,1847669,1,Electric Car
8814,2012-04-11,33.24,33.29,32.01,33.09,1105447,1,Electric Car
8815,2012-04-12,33.77,34.48,32.92,33.44,1033804,1,Merchandising
8816,2012-04-13,33.94,34.04,32.85,33.59,649580,0,House-Powering Battery
8817,2012-04-16,33.58,33.7,32.09,32.25,1099751,0,Merchandising
8818,2012-04-17,32.43,33.07,32.04,32.24,1115538,0,Merchandising
8819,2012-04-18,32.09,32.75,31.53,32.66,823096,0,Merchandising
8820,2012-04-19,32.75,33.43,32.5,33.16,774878,1,Merchandising
8821,2012-04-20,33.14,33.73,32.94,33.16,821774,0,Merchandising
8822,2012-04-23,32.86,32.97,31.71,31.94,890715,0,Merchandising
8823,2012-04-24,31.82,32.2,31.0,31.82,674467,0,House-Powering Battery
8824,2012-04-25,32.07,32.99,32.07,32.91,712133,1,House-Powering Battery
8825,2012-04-26,32.96,33.52,32.91,33.49,425719,0,Electric Car
8826,2012-04-27,33.6,33.63,32.91,33.34,590905,0,Electric Car
8827,2012-04-30,33.27,33.36,32.58,33.13,413848,0,House-Powering Battery
8828,2012-05-01,33.13,34.21,33.13,33.78,683198,1,Merchandising
8829,2012-05-02,33.5,34.39,33.39,33.94,497251,1,Merchandising
8830,2012-05-03,33.91,34.0,32.13,32.46,842107,1,House-Powering Battery
8831,2012-05-04,32.32,32.46,31.4,31.83,1247486,1,Electric Car
8832,2012-05-07,31.96,32.58,31.61,32.47,1157969,1,Merchandising
8833,2012-05-08,32.5,32.73,29.37,30.19,3133152,0,House-Powering Battery
8834,2012-05-09,30.3,30.77,29.76,30.06,1935993,0,House-Powering Battery
8835,2012-05-10,32.97,34.68,32.4,32.96,5638084,0,Electric Car
8836,2012-05-11,32.49,33.44,32.16,32.25,1221205,0,Electric Car
8837,2012-05-14,31.92,32.13,30.05,30.06,1408827,1,House-Powering Battery
8838,2012-05-15,30.26,30.96,29.22,29.43,1585682,0,Electric Car
8839,2012-05-16,29.58,30.18,28.88,29.18,1271533,0,Merchandising
8840,2012-05-17,29.3,29.79,28.24,28.57,1020136,0,House-Powering Battery
8841,2012-05-18,28.37,28.46,26.83,27.56,1616487,0,Merchandising
8842,2012-05-21,27.58,29.26,27.12,28.77,1528559,1,Merchandising
8843,2012-05-22,30.1,31.34,30.0,30.79,2366170,1,Merchandising
8844,2012-05-23,30.56,31.05,29.5,31.02,1242790,0,Electric Car
8845,2012-05-24,31.25,31.25,29.69,30.32,1013975,0,Merchandising
8846,2012-05-25,30.16,30.41,29.2,29.81,757009,1,Merchandising
8847,2012-05-29,30.01,31.93,30.01,31.69,1649917,0,House-Powering Battery
8848,2012-05-30,31.08,31.42,30.24,30.41,1307141,1,Merchandising
8849,2012-05-31,30.07,30.29,28.75,29.5,1118701,1,House-Powering Battery
8850,2012-06-01,28.53,29.16,27.76,28.15,885710,0,House-Powering Battery
8851,2012-06-04,28.03,28.41,27.11,27.88,1030834,1,Merchandising
8852,2012-06-05,27.84,28.39,27.56,27.91,630885,1,House-Powering Battery
8853,2012-06-06,28.2,29.45,28.14,29.15,889102,0,Merchandising
8854,2012-06-07,29.81,29.87,28.85,28.93,492015,1,Electric Car
8855,2012-06-08,28.86,30.19,28.15,30.08,881209,0,Merchandising
8856,2012-06-11,30.31,31.0,28.96,29.12,635947,0,Electric Car
8857,2012-06-12,29.23,29.84,28.81,29.66,568994,1,House-Powering Battery
8858,2012-06-13,29.55,30.64,29.47,29.77,844371,0,House-Powering Battery
8859,2012-06-14,30.18,30.65,28.62,29.39,872161,0,Merchandising
8860,2012-06-15,29.39,29.95,28.81,29.91,646737,0,Electric Car
8861,2012-06-18,29.94,32.33,29.5,31.84,1256796,1,Electric Car
8862,2012-06-19,32.02,32.66,31.5,32.09,911029,1,House-Powering Battery
8863,2012-06-20,33.5,34.5,33.21,33.78,3422342,0,Merchandising
8864,2012-06-21,34.26,34.28,31.84,32.19,1891895,1,Electric Car
8865,2012-06-22,32.6,33.98,32.46,33.79,3047452,1,Merchandising
8866,2012-06-25,33.95,34.12,32.75,33.11,1378636,0,House-Powering Battery
8867,2012-06-26,32.05,32.35,31.39,31.61,2613849,1,Merchandising
8868,2012-06-27,31.9,32.45,31.57,31.96,1047194,1,Merchandising
8869,2012-06-28,31.9,32.11,30.62,31.41,914040,0,Electric Car
8870,2012-06-29,32.8,32.8,31.0,31.29,1125704,1,House-Powering Battery
8871,2012-07-02,31.35,31.8,30.19,30.4,1315534,1,House-Powering Battery
8872,2012-07-03,30.6,31.0,30.4,30.66,947128,1,Electric Car
8873,2012-07-05,30.81,31.67,30.8,31.23,1253766,0,Merchandising
8874,2012-07-06,30.99,31.73,30.8,30.99,784461,1,Electric Car
8875,2012-07-09,30.94,31.83,30.67,31.49,910409,1,House-Powering Battery
8876,2012-07-10,31.54,32.48,30.89,31.27,758352,0,Merchandising
8877,2012-07-11,31.57,31.68,31.01,31.51,638516,1,House-Powering Battery
8878,2012-07-12,31.29,33.01,30.8,32.7,1125670,0,Electric Car
8879,2012-07-13,32.97,34.4,32.83,34.25,1304712,1,House-Powering Battery
8880,2012-07-16,34.32,36.0,33.9,35.96,1743900,1,Electric Car
8881,2012-07-17,35.0,35.21,32.38,33.35,2569213,0,Merchandising
8882,2012-07-18,31.42,33.67,31.06,32.15,2882084,1,Merchandising
8883,2012-07-19,32.72,33.15,32.04,32.27,1435878,0,Merchandising
8884,2012-07-20,32.07,32.25,31.25,31.79,1568466,0,House-Powering Battery
8885,2012-07-23,31.05,31.3,30.62,30.66,1386743,1,Merchandising
8886,2012-07-24,30.66,31.04,29.62,29.84,1500426,0,Electric Car
8887,2012-07-25,29.92,29.98,28.75,28.95,2843016,0,House-Powering Battery
8888,2012-07-26,29.9,30.0,27.64,28.13,2263005,0,Electric Car
8889,2012-07-27,28.71,29.66,28.1,29.51,1672968,1,House-Powering Battery
8890,2012-07-30,29.51,30.25,27.21,27.35,2066040,0,House-Powering Battery
8891,2012-07-31,27.54,27.97,27.35,27.42,1575060,0,Electric Car
8892,2012-08-01,27.99,27.99,26.03,26.25,1592217,0,House-Powering Battery
8893,2012-08-02,26.84,26.85,25.52,26.1,1305016,0,House-Powering Battery
8894,2012-08-03,26.9,27.55,26.74,27.27,1209470,1,Electric Car
8895,2012-08-06,27.55,28.7,27.55,28.27,1528169,1,Merchandising
8896,2012-08-07,28.77,30.9,28.5,30.25,2387304,0,Electric Car
8897,2012-08-08,29.9,30.0,28.59,29.09,1308895,0,Merchandising
8898,2012-08-09,29.52,30.0,29.13,29.41,672584,0,Merchandising
8899,2012-08-10,29.31,29.94,29.31,29.94,707390,1,House-Powering Battery
8900,2012-08-13,29.69,31.3,29101,31.17,870050,1,House-Powering Battery
8901,2012-08-14,30.75,31.17,29.26,29.42,793336,1,Merchandising
8902,2012-08-15,29.39,29.7,28.81,29.4,525385,1,House-Powering Battery
8903,2012-08-16,29.53,30.39,29.5,30.3,668973,0,House-Powering Battery
8904,2012-08-17,30.29,30.71,29.98,30.01,508122,1,Electric Car
8905,2012-08-20,30.15,30.39,29.1,29.51,1179008,0,Electric Car
8906,2012-08-21,29.58,30.0,29.0,29.11,761516,0,House-Powering Battery
8907,2012-08-22,29.01,30.04,29.01,29.95,775490,1,House-Powering Battery
8908,2012-08-23,30.0,30.85,29.65,30.73,1470974,1,House-Powering Battery
8909,2012-08-24,30.06,30.24,29.41,29.5,1430011,0,House-Powering Battery
8910,2012-08-27,29.57,29.7,28.17,28.32,1350325,0,Merchandising
8911,2012-08-28,28.4,29375,28.0,28.69,1402656,0,House-Powering Battery
8912,2012-08-29,28.49,28.64,28.02,28.41,838883,0,Electric Car
8913,2012-08-30,28.6,28.74,28.1,28.41,656307,0,House-Powering Battery
8914,2012-08-31,28.61,28.84,28.2,28.52,539736,0,Merchandising
8915,2012-09-04,28.52,28.99,27.9,28.14,752496,1,Merchandising
8916,2012-09-05,28.01,28.5,27.81,27.94,639227,0,Electric Car
8917,2012-09-06,28.0,28.9,27.9,28.55,841643,1,Electric Car
8918,2012-09-07,28.55,29.57,28.5,29.35,953151,1,Electric Car
8919,2012-09-10,29.2,29.35,27.3,27.37,1483215,1,Electric Car
8920,2012-09-11,27.76,28.16,27.4,27.8,1014871,1,Merchandising
8921,2012-09-12,27.9,28.58,27.8,28.28,1145134,0,Electric Car
8922,2012-09-13,28.57,29.5,28.48,29.48,1485359,0,Merchandising
8923,2012-09-14,30.0,30.65,29.65,30.39,1536569,0,House-Powering Battery
8924,2012-09-17,32.35,32.78,31.51,32.54,3212900,1,Merchandising
8925,2012-09-18,31.88,31.9,30.68,31.34,1788480,0,Merchandising
8926,2012-09-19,30.99,31.74,30.94,31.05,1048457,1,House-Powering Battery
8927,2012-09-20,30.93,31.5,30.68,30.9,912372,0,Merchandising
8928,2012-09-21,31.1,31.49,29.54,30.02,1869970,0,Merchandising
8929,2012-09-24,29.51,31.03,29.4,30.66,1301804,0,Electric Car
8930,2012-09-25,28.62,29.48,27.53,27.66,5683952,0,Merchandising
8931,2012-09-26,27.66,28.4,27.48,27.54,1527320,1,House-Powering Battery
8932,2012-09-27,27.82,28.54,27.6,28.49,1758553,1,Electric Car
8933,2012-09-28,28.73,29.89,28.61,29.28,4343338,1,Electric Car
8934,2012-10-01,29.5,29.89,29.0,29.16,884305,0,Merchandising
8935,2012-10-02,29.34,29.89,29.0,29.8,728969,0,House-Powering Battery
8936,2012-10-03,29.75,29.95,29.24,29.3,1052788,0,Merchandising
8937,2012-10-04,30.0,30.1,28.65,29.4,1541207,1,Electric Car
8938,2012-10-05,29.7,29.81,28.68,28.89,938670,0,House-Powering Battery
8939,2012-10-08,28.86,29.4,28.61,29.25,890006,1,Electric Car
8940,2012-10-09,29.12,29.12,28.25,28.37,1192979,0,House-Powering Battery
8941,2012-10-10,28.39,28.72,28.01,28.4,505063,1,House-Powering Battery
8942,2012-10-11,28.94,28.98,28.25,28.32,450571,0,Electric Car
8943,2012-10-12,28.32,28.73,27.5,27.64,987535,0,Merchandising
8944,2012-10-15,28.02,28.05,26.86,27.33,1468667,1,House-Powering Battery
8945,2012-10-16,27.67,28.09,27.34,28.06,479248,1,Merchandising
8946,2012-10-17,28.25,28.84,27.8,28.819000000000006,667963,1,Merchandising
8947,2012-10-18,28.99,28.99,27.78,28.04,740947,1,Electric Car
8948,2012-10-19,27.83,28.2,27.3,27.74,1027302,1,Merchandising
8949,2012-10-22,27.99,28.0,27.36,27.85,470198,0,House-Powering Battery
8950,2012-10-23,27.38,28.56,27.37,28.39,749273,0,Merchandising
8951,2012-10-24,28.52,28.52,27.25,27.42,1016368,0,House-Powering Battery
8952,2012-10-25,27.8,27.8,27.45,27.52,577686,0,Merchandising
8953,2012-10-26,27.53,27.8,27.02,27.38,477305,1,Merchandising
8954,2012-10-31,27.7,28.35,27.37,28131,775142,1,Electric Car
8955,2012-11-01,28.25,29.49,28.2,29245,1024054,1,House-Powering Battery
8956,2012-11-02,29.27,29.55,28.55,28.918000000000006,1030265,1,Electric Car
8957,2012-11-05,29.8,31.58,29.33,31.5,2048867,1,Merchandising
8958,2012-11-06,30.61,31.2,29.95,31.15,2323943,0,House-Powering Battery
8959,2012-11-07,31.0,32.05,30.81,31.54,1714469,0,Electric Car
8960,2012-11-08,31.02,31.88,30.94,31.31,1273986,1,House-Powering Battery
8961,2012-11-09,30.6,30.93,29.85,30.32,862928,0,House-Powering Battery
8962,2012-11-12,30.29,31.42,30.16,31.07,555896,1,Electric Car
8963,2012-11-13,31.29,32.0,30.72,31614,998263,0,House-Powering Battery
8964,2012-11-14,31.96,32.12,31.2,31.38,871315,1,House-Powering Battery
8965,2012-11-15,31.3,31.44,30.5,30.82,983941,0,Merchandising
8966,2012-11-16,31.01,32.0,30.59,31.84,908600,0,Electric Car
8967,2012-11-19,32.07,33.25,31.84,32.92,1392368,1,Electric Car
8968,2012-11-20,32.9,33.1,31.91,33.0,922427,1,Electric Car
8969,2012-11-21,32.61,33.47,32286,32.47,963133,0,Merchandising
8970,2012-11-23,32.6,32.83,31.7,32.13,430212,1,House-Powering Battery
8971,2012-11-26,32.11,32.3,31.62,32.27,496219,1,Electric Car
8972,2012-11-27,32.1,32.66,31.52,32.15,910770,0,House-Powering Battery
8973,2012-11-28,32148,34.29,31.91,33.21,1287699,0,House-Powering Battery
8974,2012-11-29,33.44,34.0,32.87,33.69,1103315,1,Merchandising
8975,2012-11-30,33.63,34.28,33.01,33.82,1420284,0,Electric Car
8976,2012-12-03,33.89,35.0,33.5,34.62,2085753,1,Merchandising
8977,2012-12-04,34.29,34.8,33.55,33.9,1264211,0,House-Powering Battery
8978,2012-12-05,33.82,34.19,33.58,33.71,661486,1,Merchandising
8979,2012-12-06,33.82,34.8,33.5,33.9,660397,1,House-Powering Battery
8980,2012-12-07,34.3,34.49,33.85,34.17,664386,1,Electric Car
8981,2012-12-10,34.43,34.8,34.18,34.57,929751,0,Merchandising
8982,2012-12-11,34.6,35.5,34.46,35.28,1572310,0,Merchandising
8983,2012-12-12,35.21,35.8,34.95,35.26,2063877,0,Electric Car
8984,2012-12-13,35.26,35.3,32.75,33.61,2151224,0,Electric Car
8985,2012-12-14,33.78,34.4,33.59,33.81,1022943,1,Merchandising
8986,2012-12-17,33.77,34.5,33.75,34.4,824809,1,House-Powering Battery
8987,2012-12-18,34.26,35.07,34.26,34.59,1554336,1,House-Powering Battery
8988,2012-12-19,34.85,35.26,34.52,34.61,1298731,0,House-Powering Battery
8989,2012-12-20,34.51,34.788000000000004,34.05,34.43,921194,0,Merchandising
8990,2012-12-21,33.93,34.17,33.58,34.0,1492306,1,Electric Car
8991,2012-12-24,33.64,34.35,33.55,34.28,375796,1,Merchandising
8992,2012-12-26,33.96,34.5,33.5,33.59,601784,1,Electric Car
8993,2012-12-27,33.5,33.91,33.0,33.69,561085,0,Merchandising
8994,2012-12-28,33.38,33.65,33.02,33.22,414035,0,Merchandising
8995,2012-12-31,33.0,33.97,33.0,33.87,594846,0,Merchandising
8996,2013-01-02,34.74,35.45,34705,35.36,1194710,1,Merchandising
8997,2013-01-03,35.18,35.45,34.75,34.77,741941,0,House-Powering Battery
8998,2013-01-04,34.8,34.8,33.92,34.4,673993,0,Merchandising
8999,2013-01-07,34.61,34.8,33.9,34.34,441909,1,Electric Car
9000,2013-01-08,34.5,34.5,33.11,33.68,1283985,0,House-Powering Battery
9001,2013-01-09,34.01,34.19,33.4,33.64,697979,0,House-Powering Battery
9002,2013-01-10,33.87,33.99,33.38,33.53,922405,1,Electric Car
9003,2013-01-11,34.04,34.04,32.11,32.91,1563174,1,Merchandising
9004,2013-01-14,33.08,33.38,32.85,33.26,925018,1,House-Powering Battery
9005,2013-01-15,33.11,34.25,33.08,33.9,1624389,1,Electric Car
9006,2013-01-16,33.85,34.23,33.73,34.1,1378138,0,House-Powering Battery
9007,2013-01-17,34.16,34.85,33.92,34.38,1436604,0,Merchandising
9008,2013-01-18,34.52,34.78,33.82,34.52,3555074,1,Merchandising
9009,2013-01-22,34.56,35.55,34.26,35.19,1920131,1,House-Powering Battery
9010,2013-01-23,35.05,36.24,34.96,36.0,1564200,0,Electric Car
9011,2013-01-24,36.0,37.72,35.84,36.99,1970389,0,House-Powering Battery
9012,2013-01-25,37.0,37.54,36.8,36.98,1287703,1,Merchandising
9013,2013-01-28,36.86,38.71,36.86,38.03,1985992,1,Merchandising
9014,2013-01-29,38.1,38.44,37.13,37.95,1426503,1,Merchandising
9015,2013-01-30,37.85,38.0,37.43,37.52,968098,1,House-Powering Battery
9016,2013-01-31,37.87,37.87,36.93,37.51,901318,0,Merchandising
9017,2013-02-01,38.17,38.5,37.62,38.3,1100590,0,Merchandising
9018,2013-02-04,38.42,38.42,37.59,37.74,1127989,1,House-Powering Battery
9019,2013-02-05,38.0,38.65,37.68,38.13,1310192,1,Electric Car
9020,2013-02-06,38.18,39.39,37.9,39.17,1893148,1,House-Powering Battery
9021,2013-02-07,39.19,39.68,38.95,39.48,1197521,0,Electric Car
9022,2013-02-08,39.45,40.0,39.14,39.24,1139733,0,House-Powering Battery
9023,2013-02-11,37.98,39.15,37.5,38.42,3266148,1,House-Powering Battery
9024,2013-02-12,38.45,38.87,37.29,37.89,2261246,0,Electric Car
9025,2013-02-13,38.07,39.0,38.05,38.45,966802,1,Merchandising
9026,2013-02-14,38.64,38.75,38.21,38.3,990640,1,Merchandising
9027,2013-02-15,38.5,38.51,36.95,37.04,2017949,1,Electric Car
9028,2013-02-19,37.36,39.29,37.31,39.28,2701340,1,House-Powering Battery
9029,2013-02-20,39.3,39.65,38.46,38.54,3115080,0,Merchandising
9030,2013-02-21,36.49,37.39,34.54,35.16,9037762,1,Merchandising
9031,2013-02-22,35.72,36.39,35.6,36.11,2547831,0,House-Powering Battery
9032,2013-02-25,36.15,36.75,34.34,34.38,2889353,1,House-Powering Battery
9033,2013-02-26,34.46,34.96,33.8,34.43,2762900,0,House-Powering Battery
9034,2013-02-27,34.41,35.41,34.4,35.1,1959129,1,Electric Car
9035,2013-02-28,35.89,36.1,34.37,34.83,1964893,0,House-Powering Battery
9036,2013-03-01,35.0,35.08,34.25,34.65,1546600,1,Merchandising
9037,2013-03-04,34.77,35.83,34.7,35.58,1757660,0,Merchandising
9038,2013-03-05,36.0,36.92,35.79,36.65,2086969,0,House-Powering Battery
9039,2013-03-06,37.01,37.88,36.97,37.69,1149925,0,Electric Car
9040,2013-03-07,37.73,38.65,36.88,38.23,1158254,1,House-Powering Battery
9041,2013-03-08,38.06,39.44,37.36,38.47,912052,0,House-Powering Battery
9042,2013-03-11,38.87,39.44,38.65,39.1,1579440,0,Electric Car
9043,2013-03-12,38.9,39.38,38.85,39.12,1275062,1,Electric Car
9044,2013-03-13,39.0,39.49,38.81,38.98,821900,1,House-Powering Battery
9045,2013-03-14,38.9,38.91,36.77,36.85,2024459,0,House-Powering Battery
9046,2013-03-15,36.64,36.65,35.21,35.29,3279777,0,House-Powering Battery
9047,2013-03-18,35.3,36.06,34.92,35.15,1316336,1,Merchandising
9048,2013-03-19,35.25,35.6,34.94,35.08,1098475,1,House-Powering Battery
9049,2013-03-20,35.26,36.07,35.16,35.95,1423684,1,Electric Car
9050,2013-03-21,35.95,37.06,35.74,36.01,1146287,0,Electric Car
9051,2013-03-22,36.2,36.8,36.2,36.62,446235,1,Merchandising
9052,2013-03-25,37.1,38.52,36.77,37.53,2379354,1,Merchandising
9053,2013-03-26,37.98,38.22,37.66,37.86,1808137,0,House-Powering Battery
9054,2013-03-27,37.94,38.38,37.31,38.16,1296283,0,House-Powering Battery
9055,2013-03-28,38.23,38.24,37.75,37.89,1158652,0,Electric Car
9056,2013-04-01,42.36,46.68,41.7,43.93,14103314,1,Electric Car
9057,2013-04-02,43.6,45.5,43.51,44.34,6636142,0,Electric Car
9058,2013-04-03,43.15,43.47,40.21,41.1,5644995,1,Electric Car
9059,2013-04-04,41.11,42.25,40.81,42.01,2264867,1,Merchandising
9060,2013-04-05,42.0,42.0,40.5,41.37,1552389,1,House-Powering Battery
9061,2013-04-08,41.97,42.55,41.51,41.83,1679001,0,House-Powering Battery
9062,2013-04-09,41.8,41.83,40.33,40.5,1696036,1,Merchandising
9063,2013-04-10,40.76,42.01,40.61,41.86,2121088,1,Electric Car
9064,2013-04-11,42.06,44.55,41.75,43.59,3447662,0,Electric Car
9065,2013-04-12,43.25,45139,43.05,43.75,3149372,0,House-Powering Battery
9066,2013-04-15,43.5,43.8,42.51,43.3,1683184,0,Merchandising
9067,2013-04-16,44.19,46.14,43.91,45.59,3180438,0,Merchandising
9068,2013-04-17,45.45,45.95,44.54,45.45,2118428,1,Electric Car
9069,2013-04-18,45.84,47.6,45.39,46.97,3368100,0,Electric Car
9070,2013-04-19,47.46,49.88,47.07,47.83,3012136,0,Merchandising
9071,2013-04-22,48.6,50.2,47.75,50.19,3939327,0,Merchandising
9072,2013-04-23,51.0,52.92,50.66,51.01,3737450,0,Electric Car
9073,2013-04-24,50.9,51.05,48.98,50.43,2629908,1,Merchandising
9074,2013-04-25,50.5,52.4,50.5,52.0,2795935,1,Merchandising
9075,2013-04-26,53.13,53.74,50.62,51.2,3622100,0,Merchandising
9076,2013-04-29,51.54,54.99,51.2,54.94,3639662,0,Merchandising
9077,2013-04-30,56.0,58.18,53.76,53.99,5522648,1,Merchandising
9078,2013-05-01,55.99,55.99,53.0,53.28,2742778,1,Electric Car
9079,2013-05-02,53.85,55.27,53.7,54.11,3050341,0,House-Powering Battery
9080,2013-05-03,56.47,56.47,54.5,54.55,3379403,0,Merchandising
9081,2013-05-06,56.39,59.66,55.5,59.5,4481339,1,Electric Car
9082,2013-05-07,62.0,62.37,55.12,55.51,9991945,1,Merchandising
9083,2013-05-08,57.5,58.2,55.71,55.79,6562017,1,Electric Car
9084,2013-05-09,70.12,75.77,63.69,69.4,28582756,1,House-Powering Battery
9085,2013-05-10,69.65,81.0,69.25,76.76,25084231,1,House-Powering Battery
9086,2013-05-13,80.99,88.0,79.15,87.8,22392386,1,House-Powering Battery
9087,2013-05-14,94.22,97.12,81.15,83.24,37149894,0,House-Powering Battery
9088,2013-05-15,81.8,86.88,78.11,84.84,16763009,1,Electric Car
9089,2013-05-16,94.7,95.0,88.66,92.25,21599366,1,Merchandising
9090,2013-05-17,92.5,94.44,87.5,91.5,19002905,1,House-Powering Battery
9091,2013-05-20,91.12,92.5,88.63,89.94,8337258,1,House-Powering Battery
9092,2013-05-21,88.5,89.99,85.28,87.59,8999781,1,Merchandising
9093,2013-05-22,86.37,90.96,85.5,87.24,8568676,0,House-Powering Battery
9094,2013-05-23,84.81,93.01,83.05,92.73,12038683,0,House-Powering Battery
9095,2013-05-24,92.6,97.95,92.0,97.08,16117872,1,Electric Car
9096,2013-05-28,101.55,110.75,100.3,110.33,19661852,0,Electric Car
9097,2013-05-29,113.55,114.9,99.0,104.63,25079758,1,Merchandising
9098,2013-05-30,102.46,109.54,101.2,104.95,16135595,1,House-Powering Battery
9099,2013-05-31,106.26,106.44,97.73,97.76,15167094,0,Electric Car
9100,2013-06-03,97.62,97.62,88.25,92.59,19141578,0,House-Powering Battery
9101,2013-06-04,92.75,96.42,92.4,94.84,8837872,0,Merchandising
9102,2013-06-05,93.66,97.97,89.11,95.37,12213547,1,Merchandising
9103,2013-06-06,95.25,99.27,95.11,97.35,9512194,0,House-Powering Battery
9104,2013-06-07,98.0,102.9,96.7,102.04,10713391,1,Merchandising
9105,2013-06-10,98.93,102.52,98.57,100.05,9231695,0,House-Powering Battery
9106,2013-06-11,98.18,98.68,94.05,94.47,7394691,0,Merchandising
9107,2013-06-12,96.8,100.48,95.75,97.73,9188550,1,Electric Car
9108,2013-06-13,99.0,99.28,95.12,98.18,5962843,0,Electric Car
9109,2013-06-14,100.0,102.52,99.33,100.3,6565821,1,Electric Car
9110,2013-06-17,103.6,104.75,101.2,102.2,7066672,0,Electric Car
9111,2013-06-18,101.75,103.98,99.2,103.39,8797344,1,Electric Car
9112,2013-06-19,102.06,106.67,102.01,104.68,8586860,0,Merchandising
9113,2013-06-20,104.65,107.13,99.45,100.65,10108234,1,Electric Car
9114,2013-06-21,103.7,103.7,97.5,99.55,11713423,1,Electric Car
9115,2013-06-24,96.5,102.87,95.3,101.49,7122521,1,Merchandising
9116,2013-06-25,103.1,104.2,100.55,102.4,5849532,0,Merchandising
9117,2013-06-26,103.8,105.87,102.66,105.72,6607540,0,Electric Car
9118,2013-06-27,106.75,110.25,106.13,109.25,8748726,0,Electric Car
9119,2013-06-28,108.57,109.44,106.71,107.36,5748563,1,Electric Car
9120,2013-07-01,109.36,117.77,109.15,117.18,10895582,0,Merchandising
9121,2013-07-02,118.19,121.89,115.5,117.82,12066420,1,Merchandising
9122,2013-07-03,118.0,119.25,114.27,115.24,4806662,0,Merchandising
9123,2013-07-05,118.32,120.28,115.7,120.09,6823245,0,Merchandising
9124,2013-07-08,121.37,122.18,118.82,121.61,7817291,1,Electric Car
9125,2013-07-09,124.64,125.32,121.91,123.45,8570973,0,Merchandising
9126,2013-07-10,123.19,123.25,120.79,122.27,5706701,1,Merchandising
9127,2013-07-11,124.88,126.09,122.35,125.61,7484811,1,House-Powering Battery
9128,2013-07-12,125.5,129.94,124.51,129.9,11345709,0,Merchandising
9129,2013-07-15,133.03,133.26,126.82,127.26,9922869,1,Electric Car
9130,2013-07-16,126.28,126.32,107.3,109.05,32354359,1,Merchandising
9131,2013-07-17,106.52,121.62,104.5,120.25,26021920,0,Merchandising
9132,2013-07-18,120.97,122.73,116.18,119.03,11403556,0,Electric Car
9133,2013-07-19,118.5,120.55,116.51,119.68,5890322,0,Merchandising
9134,2013-07-22,119.89,126.68,119.88,122.43,9797717,0,House-Powering Battery
9135,2013-07-23,124.0,125.56,121.82,122.74,7736552,0,House-Powering Battery
9136,2013-07-24,124.47,124.5,119.56,121.7,6869886,0,Merchandising
9137,2013-07-25,120.4,124.75,120.19,124.07,5284244,1,Electric Car
9138,2013-07-26,128.14,130.68,126.61,129.39,9636681,1,House-Powering Battery
9139,2013-07-29,129.32,135.37,128.25,134.62,9684653,0,House-Powering Battery
9140,2013-07-30,134.8,137.49,128.18,131.74,13128848,0,Merchandising
9141,2013-07-31,132.57,134.98,131.45,134.28,6350170,1,Electric Car
9142,2013-08-01,135.0,136.52,132.63,135.55,5315157,1,Merchandising
9143,2013-08-02,134.59,138.25,133.61,138.0,6251202,1,Merchandising
9144,2013-08-05,140.01,144.89,139.65,144.68,10189514,1,Electric Car
9145,2013-08-06,144.93,145.73,141.1,142.15,9256755,1,Merchandising
9146,2013-08-07,141.89,141.95,132.36,134.23,18098186,1,Merchandising
9147,2013-08-08,154.35,158.88,150.46,153.48,27241791,1,Merchandising
9148,2013-08-09,152.4,155.95,151.25,153.0,8934454,1,Merchandising
9149,2013-08-12,149.43,150.5,142.05,147.38,14903387,0,Merchandising
9150,2013-08-13,149.5,149.84,144.45,145.43,8743368,1,House-Powering Battery
9151,2013-08-14,142.72,144.84,138.05,139.36,11690416,1,Electric Car
9152,2013-08-15,136.43,143.6,135.0,139.67,10185530,0,Electric Car
9153,2013-08-16,141.63,143.91,140.97,142.0,7101590,0,Electric Car
9154,2013-08-19,143.43,147.38,142.83,144.9,8028586,1,Electric Car
9155,2013-08-20,148.65,149.78,147.0,149.58,6408666,0,Merchandising
9156,2013-08-21,150.0,150.31,146.25,147.86,6258960,0,House-Powering Battery
9157,2013-08-22,149.25,157.48,148.14,157.1,10585453,1,House-Powering Battery
9158,2013-08-23,157.0,162.3,155.0,161.84,12925441,1,Electric Car
9159,2013-08-26,165.11,173.0,160.25,164.22,24149703,0,Electric Car
9160,2013-08-27,162.3,168.8,160.95,167.01,17549417,0,House-Powering Battery
